0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000	0.000000
0.000000	12.202978	-1.243325	3.008589	1.421091	0.000000	0.000000	0.000000	0.000000
-44.501598	-4.699089	15.660662	-4.086588	-5.672071	0.199957	0.363469	0.000000	0.000000
18.345951	-4.702286	15.659694	-4.090548	-5.671711	0.215038	0.340753	0.000000	0.000000
17.941950	-4.706146	15.656157	-4.095303	-5.669813	0.230438	0.319456	0.000000	0.000000
17.572550	-4.712236	15.655189	-4.098057	-5.669454	0.245133	0.299490	0.000000	0.000000
17.178833	-4.718327	15.651799	-4.100924	-5.668194	0.259507	0.280771	0.000000	0.000000
16.753555	-4.723783	15.651315	-4.103134	-5.668014	0.273638	0.263223	0.000000	0.000000
16.292572	-4.730199	15.646684	-4.106339	-5.670056	0.287204	0.246772	0.000000	0.000000
15.826665	-4.735649	15.645861	-4.108543	-5.671585	0.300684	0.231349	0.000000	0.000000
15.330807	-4.746382	15.642943	-4.113462	-5.671877	0.313087	0.216889	0.000000	0.000000
14.820569	-4.764459	15.638626	-4.125958	-5.674953	0.324917	0.203334	0.000000	0.000000
