0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.000000	0.000000	-0.113800	-0.941221	0.000000	0.000000	0.000000	-0.008378	-0.029740	-0.002513	-0.168599	-0.941162	0.000000	0.000000	0.000000
0.064093	0.029150	-0.113792	-0.941221	0.000000	0.000000	-0.000209	-0.008587	-0.029950	-0.002513	-0.166714	-0.941162	0.000000	0.000000	0.000000
0.064093	0.029150	-0.113792	-0.941221	0.000000	-0.000209	-0.000209	-0.008796	-0.029950	-0.002513	-0.164410	-0.941162	0.000000	-0.000000	-0.000000
0.064093	0.029150	-0.113777	-0.941221	0.000000	-0.000209	0.000000	-0.009006	-0.030159	-0.002513	-0.161687	-0.941162	0.000000	-0.000000	-0.000000
0.064093	0.029150	-0.113754	-0.941221	0.000000	-0.000209	-0.000209	-0.009425	-0.030159	-0.002513	-0.158965	-0.941161	0.000001	-0.000000	-0.000000
0.064093	0.029150	-0.113724	-0.941221	0.000000	-0.000209	0.000000	-0.009844	-0.030159	-0.002513	-0.156242	-0.941160	0.000001	-0.000000	-0.000000
0.064093	0.029150	-0.113686	-0.941012	0.000000	-0.000209	0.000000	-0.010472	-0.030369	-0.002513	-0.153519	-0.941157	0.000002	-0.000000	-0.000000
0.064093	0.029150	-0.113641	-0.941012	0.000000	-0.000209	0.000000	-0.010891	-0.030369	-0.002513	-0.151006	-0.941153	0.000004	-0.000000	0.000000
0.064093	0.029150	-0.113596	-0.940802	0.000000	-0.000209	-0.000209	-0.011519	-0.030578	-0.002513	-0.148493	-0.941146	0.000006	-0.000000	0.000000
0.064093	0.029150	-0.113543	-0.940802	0.000000	-0.000209	0.000000	-0.012148	-0.030578	-0.002513	-0.145979	-0.941135	0.000008	-0.000000	0.000000
0.064093	0.029150	-0.113490	-0.940593	0.000000	-0.000209	0.000000	-0.012776	-0.030788	-0.002513	-0.143676	-0.941120	0.000011	-0.000000	0.000000
0.063758	0.029176	-0.113437	-0.940593	0.000000	-0.000209	0.000000	-0.013404	-0.030788	-0.002513	-0.141581	-0.940801	-0.000016	0.001392	0.000658
0.063758	0.029176	-0.114147	-0.940383	0.000000	-0.000209	0.000000	-0.013823	-0.030788	-0.002513	-0.139487	-0.940607	0.000343	0.000565	-0.001464
0.063758	0.029176	-0.114374	-0.940174	0.000000	0.000000	-0.000209	-0.014451	-0.030997	-0.002513	-0.137602	-0.940531	0.001068	-0.001966	-0.005711
0.063758	0.029176	-0.114268	-0.939965	0.000000	-0.000209	-0.000209	-0.014661	-0.030997	-0.002513	-0.135926	-0.940570	0.002137	-0.005797	-0.011572
0.063758	0.029176	-0.113898	-0.939755	0.000000	-0.000209	-0.000209	-0.015080	-0.030997	-0.002513	-0.134041	-0.940715	0.003524	-0.010610	-0.018646
0.063758	0.029176	-0.113309	-0.939546	0.000000	-0.000209	-0.000209	-0.015499	-0.031207	-0.002513	-0.132575	-0.940960	0.005202	-0.016157	-0.026618
0.063758	0.029176	-0.112531	-0.939336	0.000209	-0.000209	-0.000209	-0.015708	-0.031207	-0.002513	-0.131109	-0.941295	0.007144	-0.022244	-0.035243
0.063758	0.029176	-0.111610	-0.939127	0.000209	-0.000209	-0.000209	-0.016127	-0.031416	-0.002513	-0.129643	-0.941712	0.009318	-0.028717	-0.044330
0.063758	0.029176	-0.110560	-0.938708	0.000209	-0.000209	-0.000209	-0.016127	-0.031416	-0.002513	-0.128386	-0.942199	0.011693	-0.035459	-0.053731
0.063758	0.029176	-0.109404	-0.938289	0.000419	-0.000209	-0.000209	-0.016336	-0.031416	-0.002513	-0.127130	-0.942747	0.014237	-0.042377	-0.063328
0.063758	0.029176	-0.108174	-0.938080	0.000419	-0.000209	-0.000209	-0.016336	-0.031625	-0.002513	-0.126083	-0.943343	0.016920	-0.049405	-0.073032
0.061266	0.028956	-0.106882	-0.937661	0.000628	-0.000209	-0.000209	-0.016127	-0.031625	-0.002513	-0.125035	-0.943975	0.019709	-0.056481	-0.082774
0.061266	0.028956	-0.105493	-0.937032	0.000838	-0.000209	-0.000209	-0.015917	-0.031835	-0.002513	-0.123988	-0.944633	0.022573	-0.063567	-0.092501
0.061266	0.028956	-0.104073	-0.936613	0.001047	-0.000209	-0.000209	-0.015499	-0.032044	-0.002513	-0.123150	-0.945303	0.025482	-0.070633	-0.102173
0.061266	0.028956	-0.102630	-0.936195	0.001466	-0.000209	-0.000209	-0.015080	-0.032254	-0.002513	-0.122522	-0.945975	0.028407	-0.077654	-0.111759
0.061266	0.028956	-0.101180	-0.935566	0.001676	-0.000209	-0.000209	-0.014451	-0.032254	-0.002513	-0.121894	-0.946637	0.031319	-0.084608	-0.121241
0.061266	0.028956	-0.099738	-0.935147	0.002094	-0.000209	-0.000209	-0.013823	-0.032463	-0.002513	-0.121266	-0.947277	0.034194	-0.091482	-0.130601
0.061266	0.028956	-0.098303	-0.934519	0.002513	0.000000	-0.000209	-0.013195	-0.032673	-0.002513	-0.120847	-0.947884	0.037006	-0.098261	-0.139829
