0.058682	0.020319	-0.087300	-0.087906
0.059256	0.021460	-0.086959	-0.088425
0.059831	0.022602	-0.086617	-0.088943
0.060405	0.023743	-0.086276	-0.089462
0.060979	0.024885	-0.085935	-0.089981
0.061552	0.026026	-0.085593	-0.090500
0.062126	0.027167	-0.085252	-0.091019
0.062699	0.028308	-0.084910	-0.091539
0.063272	0.029450	-0.084569	-0.092058
0.063844	0.030591	-0.084227	-0.092578
0.064417	0.031732	-0.083885	-0.093098
0.064989	0.032873	-0.083543	-0.093617
0.065561	0.034014	-0.083202	-0.094138
0.066132	0.035154	-0.082860	-0.094658
0.066704	0.036295	-0.082518	-0.095178
0.067275	0.037436	-0.082176	-0.095699
0.067845	0.038577	-0.081834	-0.096219
0.068416	0.039717	-0.081492	-0.096740
0.068986	0.040858	-0.081150	-0.097261
0.069556	0.041998	-0.080808	-0.097782
0.070126	0.043139	-0.080465	-0.098303
0.070695	0.044279	-0.080123	-0.098824
0.071265	0.045419	-0.079781	-0.099346
0.071834	0.046560	-0.079438	-0.099867
0.072402	0.047700	-0.079096	-0.100389
0.072971	0.048840	-0.078754	-0.100911
0.073539	0.049980	-0.078411	-0.101433
0.074107	0.051120	-0.078069	-0.101955
0.074674	0.052260	-0.077726	-0.102478
0.075242	0.053400	-0.077383	-0.103000
0.075809	0.054540	-0.077041	-0.103523
0.076376	0.055680	-0.076698	-0.104045
0.076943	0.056819	-0.076355	-0.104568
0.077509	0.057959	-0.076012	-0.105091
0.078075	0.059099	-0.075669	-0.105615
0.078641	0.060238	-0.075326	-0.106138
0.079207	0.061378	-0.074983	-0.106661
0.079772	0.062517	-0.074640	-0.107185
0.080337	0.063657	-0.074297	-0.107709
0.080902	0.064796	-0.073954	-0.108233
0.081466	0.065935	-0.073611	-0.108757
0.082031	0.067074	-0.073268	-0.109281
0.082595	0.068213	-0.072924	-0.109805
0.083159	0.069353	-0.072581	-0.110330
0.083722	0.070492	-0.072238	-0.110854
0.084285	0.071631	-0.071894	-0.111379
0.084848	0.072769	-0.071550	-0.111904
0.085411	0.073908	-0.071207	-0.112429
0.085973	0.075047	-0.070863	-0.112954
0.086535	0.076186	-0.070519	-0.113479
0.087097	0.077324	-0.070176	-0.114005
0.087658	0.078463	-0.069832	-0.114530
0.088220	0.079601	-0.069488	-0.115056
0.088781	0.080740	-0.069144	-0.115582
0.089341	0.081878	-0.068800	-0.116108
0.089902	0.083016	-0.068456	-0.116634
0.090462	0.084155	-0.068112	-0.117161
0.091022	0.085293	-0.067767	-0.117687
0.091581	0.086431	-0.067423	-0.118214
0.092141	0.087569	-0.067079	-0.118740
0.092700	0.088707	-0.066735	-0.119267
0.093259	0.089845	-0.066390	-0.119794
0.093817	0.090983	-0.066046	-0.120321
0.094376	0.092120	-0.065701	-0.120849
0.094934	0.093258	-0.065356	-0.121376
0.095491	0.094396	-0.065012	-0.121904
0.096049	0.095533	-0.064667	-0.122432
0.096606	0.096671	-0.064322	-0.122960
0.097163	0.097808	-0.063977	-0.123488
0.097719	0.098946	-0.063632	-0.124016
0.098276	0.100083	-0.063287	-0.124544
0.098832	0.101220	-0.062942	-0.125072
0.099387	0.102357	-0.062597	-0.125601
0.099943	0.103495	-0.062252	-0.126130
0.100498	0.104632	-0.061907	-0.126659
0.101052	0.105769	-0.061561	-0.127188
0.101607	0.106905	-0.061216	-0.127717
0.102161	0.108042	-0.060870	-0.128246
0.102715	0.109179	-0.060525	-0.128776
0.103269	0.110316	-0.060179	-0.129305
0.103822	0.111452	-0.059834	-0.129835
0.104375	0.112589	-0.059488	-0.130365
0.104928	0.113725	-0.059142	-0.130895
0.105481	0.114862	-0.058796	-0.131425
0.106033	0.115998	-0.058450	-0.131955
0.106585	0.117134	-0.058104	-0.132486
0.107137	0.118271	-0.057758	-0.133017
0.107688	0.119407	-0.057412	-0.133547
0.108239	0.120543	-0.057066	-0.134078
0.108790	0.121679	-0.056720	-0.134609
0.109341	0.122815	-0.056373	-0.135140
0.109891	0.123950	-0.056027	-0.135672
0.110441	0.125086	-0.055680	-0.136203
0.110991	0.126222	-0.055334	-0.136735
0.111540	0.127358	-0.054987	-0.137266
0.112089	0.128493	-0.054640	-0.137798
0.112638	0.129629	-0.054293	-0.138330
0.113186	0.130764	-0.053946	-0.138862
0.113734	0.131899	-0.053599	-0.139395
0.114282	0.133034	-0.053252	-0.139927
0.114830	0.134170	-0.052905	-0.140460
0.115377	0.135305	-0.052558	-0.140992
0.115924	0.136440	-0.052210	-0.141525
0.116471	0.137575	-0.051863	-0.142058
0.117017	0.138709	-0.051516	-0.142591
0.117563	0.139844	-0.051168	-0.143125
0.118109	0.140979	-0.050820	-0.143658
0.118654	0.142114	-0.050473	-0.144192
0.119200	0.143248	-0.050125	-0.144725
0.119745	0.144383	-0.049777	-0.145259
0.120289	0.145517	-0.049429	-0.145793
0.120833	0.146651	-0.049081	-0.146327
0.121377	0.147786	-0.048733	-0.146861
0.121921	0.148920	-0.048385	-0.147396
0.122465	0.150054	-0.048037	-0.147930
0.123008	0.151188	-0.047688	-0.148465
0.123551	0.152322	-0.047340	-0.149000
0.124093	0.153456	-0.046991	-0.149535
0.124635	0.154590	-0.046643	-0.150070
0.125177	0.155723	-0.046294	-0.150605
0.125719	0.156857	-0.045945	-0.151140
0.126260	0.157990	-0.045596	-0.151676
0.126801	0.159124	-0.045247	-0.152211
0.127341	0.160257	-0.044898	-0.152747
0.127882	0.161390	-0.044549	-0.153283
0.128422	0.162524	-0.044199	-0.153819
0.128961	0.163657	-0.043850	-0.154355
0.129501	0.164790	-0.043500	-0.154891
0.130040	0.165923	-0.043151	-0.155428
0.130579	0.167056	-0.042801	-0.155964
0.131117	0.168189	-0.042451	-0.156501
0.131655	0.169321	-0.042102	-0.157038
0.132193	0.170454	-0.041752	-0.157575
0.132731	0.171586	-0.041402	-0.158112
0.133268	0.172719	-0.041052	-0.158649
0.133805	0.173851	-0.040701	-0.159186
0.134342	0.174984	-0.040351	-0.159724
0.134878	0.176116	-0.040001	-0.160262
0.135414	0.177248	-0.039650	-0.160799
0.135950	0.178380	-0.039299	-0.161337
0.136485	0.179512	-0.038949	-0.161875
0.137020	0.180644	-0.038598	-0.162413
0.137555	0.181776	-0.038247	-0.162952
0.138090	0.182908	-0.037896	-0.163490
0.138624	0.184039	-0.037545	-0.164029
0.139158	0.185171	-0.037194	-0.164567
0.139691	0.186302	-0.036842	-0.165106
0.140224	0.187434	-0.036491	-0.165645
0.140757	0.188565	-0.036139	-0.166184
0.141290	0.189696	-0.035787	-0.166723
0.141822	0.190827	-0.035436	-0.167263
0.142354	0.191958	-0.035084	-0.167802
0.142885	0.193089	-0.034732	-0.168342
0.143416	0.194220	-0.034379	-0.168881
0.143947	0.195351	-0.034027	-0.169421
0.144478	0.196482	-0.033675	-0.169961
0.145008	0.197612	-0.033322	-0.170501
0.145538	0.198743	-0.032970	-0.171041
0.146068	0.199873	-0.032617	-0.171582
0.146598	0.201004	-0.032264	-0.172122
0.147127	0.202134	-0.031912	-0.172663
0.147655	0.203264	-0.031559	-0.173204
0.148184	0.204395	-0.031206	-0.173744
0.148712	0.205525	-0.030852	-0.174285
0.149240	0.206654	-0.030499	-0.174827
0.149767	0.207784	-0.030146	-0.175368
0.150295	0.208914	-0.029792	-0.175909
0.150821	0.210044	-0.029438	-0.176451
0.151348	0.211173	-0.029085	-0.176992
0.151874	0.212303	-0.028731	-0.177534
0.152400	0.213432	-0.028377	-0.178076
0.152925	0.214562	-0.028022	-0.178618
0.153451	0.215691	-0.027668	-0.179160
0.153976	0.216820	-0.027314	-0.179702
0.154500	0.217949	-0.026959	-0.180244
0.155024	0.219078	-0.026604	-0.180787
0.155548	0.220207	-0.026249	-0.181329
0.156072	0.221336	-0.025895	-0.181872
0.156595	0.222465	-0.025539	-0.182415
0.157118	0.223593	-0.025184	-0.182958
0.157640	0.224722	-0.024829	-0.183501
0.158163	0.225850	-0.024474	-0.184044
0.158685	0.226979	-0.024118	-0.184587
