4.120836747233563857e-02,-2.231350100764855487e-02,1.324254697037076101e-01,-1.136555473974591723e-01,4.500410857175038415e-01,-4.283404202284378580e-04,4.510002817526412300e-02
3.937699203297690548e-02,-7.626484937992436541e-02,3.037665839062855255e-01,-2.306473893141693376e-01,4.488134509689944984e-01,-3.506924422439970613e-04,4.632480115586801173e-02
3.698329811467342132e-02,-8.184025272032886822e-02,3.006566950740893751e-01,-1.996357021502473961e-01,4.488815784791392316e-01,-2.859403601905517994e-04,4.638348755279732283e-02
3.337929461308482282e-02,-1.006956861984618784e-01,3.131689513341766040e-01,-1.519993984476581128e-01,4.484983280773262027e-01,-2.353672863773402697e-04,4.683852370617774125e-02
2.858674294618097911e-02,-1.369989031798361234e-01,3.590882115958177190e-01,-1.488315479811438968e-01,4.475847817150767072e-01,-1.967826115862513154e-04,4.779623161491865918e-02
2.270471181142722297e-02,-1.756812340039486942e-01,3.885212846406547182e-01,-1.316936774301942503e-01,4.465422891024706797e-01,-1.643701505501558922e-04,4.891093303689363070e-02
1.617808288836832323e-02,-2.028979870833689247e-01,3.619277333967969024e-01,-9.286755137745757172e-02,4.458065599242144739e-01,-1.376420786284247833e-04,4.975439433629919028e-02
8.556772590879968901e-03,-2.265512622481604954e-01,3.284977315118920993e-01,-4.412950809248290807e-02,4.455396207930810704e-01,-1.173436142565341373e-04,5.008619441819685963e-02
1.086570087471208992e-02,-2.509403766791272195e-01,3.068303942081933022e-01,7.818426928167199197e-03,4.456861919659054205e-01,-1.039128092748318983e-04,4.989687422802489836e-02
1.286752815081047135e-02,-2.801315497057924042e-01,3.166959891065971866e-01,3.673136795741757665e-02,4.462677308052886427e-01,-9.182499248251527353e-05,4.933225099507389244e-02
1.461758514249184883e-02,-2.990828965450870736e-01,3.193597685034308964e-01,5.682717873565780453e-02,4.478138203134227058e-01,-8.079998907747006922e-05,4.785751189352541873e-02
1.616101294907890465e-02,-3.031187894348569278e-01,3.025368767368956102e-01,7.261590035808392074e-02,4.504746317376209230e-01,-7.123502102044251231e-05,4.529240897359226858e-02
1.754190809611069421e-02,-3.075316463589554683e-01,3.025956226044765329e-01,6.860588975336912032e-02,4.536824025248916148e-01,-6.482855738142542139e-05,4.212715456850574941e-02
1.878785889895875916e-02,-3.024244670820225300e-01,2.867452796891647449e-01,7.065573407761280289e-02,4.576608928744819726e-01,-5.871570792458465820e-05,3.822319350900457713e-02
1.993236051864898453e-02,-3.067465462369436957e-01,3.014490370396305519e-01,5.718849765417018810e-02,4.617411927565129859e-01,-5.540343147470191260e-05,3.415027182831188723e-02
2.099043194270782189e-02,-3.065264041972677322e-01,2.962607262959810472e-01,7.327430081757926872e-02,4.661732985867415024e-01,-5.147978696474860878e-05,2.977073497796020249e-02
2.198541212815279672e-02,-3.163247773410163832e-01,3.176429370836830191e-01,8.275323944654973396e-02,4.706162855379619758e-01,-4.953366307380288385e-05,2.532850633971157894e-02
2.292831774382408927e-02,-3.293014512289702544e-01,3.353677902863774207e-01,1.186699565830132974e-01,4.751121310120239860e-01,-4.738661120552530899e-05,2.085438057368683637e-02
