0.000000000000000000e+00,3.549490451812744141e+00,1.376771068572998047e+01,0.000000000000000000e+00,1.500000000000000000e+01,-1.500000000000000000e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.477752208709716797e+01,-1.398941421508789062e+01,0.000000000000000000e+00,1.500000000000000000e+01,-1.495912933349609375e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.364375114440917969e+01,-2.888972043991088867e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.403378295898437500e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.255742835998535156e+01,-9.036951661109924316e-01,0.000000000000000000e+00,1.500000000000000000e+01,-1.153888607025146484e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.386239147186279297e+01,-4.330318927764892578e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.495306777954101562e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.255034828186035156e+01,-7.505029201507568359e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.489368343353271484e+01,0.000000000000000000e+00
0.000000000000000000e+00,-5.970163643360137939e-02,-4.287237226963043213e-01,0.000000000000000000e+00,1.499285984039306641e+01,-1.378583621978759766e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.851667761802673340e+00,1.830304265022277832e+00,0.000000000000000000e+00,1.498948287963867188e+01,-1.333028411865234375e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.949976444244384766e+00,4.653234958648681641e+00,0.000000000000000000e+00,1.499793624877929688e+01,-1.363111305236816406e+01,0.000000000000000000e+00
0.000000000000000000e+00,9.796688079833984375e+00,3.435508012771606445e+00,0.000000000000000000e+00,1.499876213073730469e+01,-1.396570205688476562e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.097490215301513672e+01,2.593509197235107422e+00,0.000000000000000000e+00,1.500000000000000000e+01,-9.260419845581054688e+00,0.000000000000000000e+00
0.000000000000000000e+00,5.648699760437011719e+00,3.300928592681884766e+00,0.000000000000000000e+00,1.498241233825683594e+01,-1.271228790283203125e+01,0.000000000000000000e+00
0.000000000000000000e+00,4.734884262084960938e+00,7.293438315391540527e-01,0.000000000000000000e+00,1.500000000000000000e+01,-1.283505535125732422e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.285427808761596680e+00,2.107370853424072266e+00,0.000000000000000000e+00,1.499749565124511719e+01,-1.390213298797607422e+01,0.000000000000000000e+00
0.000000000000000000e+00,-4.775337219238281250e+00,-2.334370613098144531e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.320617580413818359e+01,0.000000000000000000e+00
0.000000000000000000e+00,-4.253942966461181641e+00,1.100170016288757324e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.317718505859375000e+01,0.000000000000000000e+00
0.000000000000000000e+00,-8.716807365417480469e+00,-2.109947681427001953e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.219292354583740234e+01,0.000000000000000000e+00
0.000000000000000000e+00,-6.468450546264648438e+00,3.873341679573059082e-01,0.000000000000000000e+00,1.500000000000000000e+01,-1.181774902343750000e+01,0.000000000000000000e+00
0.000000000000000000e+00,-8.919898986816406250e+00,-2.721547126770019531e+00,0.000000000000000000e+00,1.500000000000000000e+01,-9.078962326049804688e+00,0.000000000000000000e+00
0.000000000000000000e+00,-3.155304670333862305e+00,-4.484327137470245361e-01,0.000000000000000000e+00,1.499953174591064453e+01,-1.465972137451171875e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.058963298797607422e+01,-1.044337987899780273e+00,0.000000000000000000e+00,1.499950599670410156e+01,-1.462901687622070312e+01,0.000000000000000000e+00
0.000000000000000000e+00,-1.137304115295410156e+01,-3.910828351974487305e+00,0.000000000000000000e+00,1.499120616912841797e+01,-1.455518054962158203e+01,0.000000000000000000e+00
0.000000000000000000e+00,-7.917620658874511719e+00,-5.539535880088806152e-01,0.000000000000000000e+00,1.499953937530517578e+01,-1.433551216125488281e+01,0.000000000000000000e+00
0.000000000000000000e+00,-4.344194412231445312e+00,-8.164863586425781250e-01,0.000000000000000000e+00,1.499839401245117188e+01,-1.414176082611083984e+01,0.000000000000000000e+00
0.000000000000000000e+00,-7.909830808639526367e-01,1.828695416450500488e+00,0.000000000000000000e+00,1.499959564208984375e+01,-1.406348896026611328e+01,0.000000000000000000e+00
0.000000000000000000e+00,-2.933241605758666992e+00,9.433773756027221680e-01,0.000000000000000000e+00,1.499719715118408203e+01,-1.405370712280273438e+01,0.000000000000000000e+00
0.000000000000000000e+00,1.084292316436767578e+01,1.451569437980651855e+00,0.000000000000000000e+00,1.500000000000000000e+01,-1.138469123840332031e+01,0.000000000000000000e+00
0.000000000000000000e+00,5.933778285980224609e+00,1.239921212196350098e+00,0.000000000000000000e+00,1.497084522247314453e+01,-1.286840248107910156e+01,0.000000000000000000e+00
